jsonstat,.,|
label,"Population by province of residence, place of birth, age, gender and year in Galicia"
source,INE and IGE
updated,2012-12-27T12:25:09Z
href,https://json-stat.org/samples/galicia.json
dimension,birth,place of birth,6,T,total,C,county of residence,P,another county in the same province,G,another province of Galicia,A,in another autonomous community,F,abroad,geo
dimension,age,age group,22,T,total,0,0-4,5,5-9,10,10-14,15,15-19,20,20-24,25,25-29,30,30-34,35,35-39,40,40-44,45,45-49,50,50-54,55,55-59,60,60-64,65,65-69,70,70-74,75,75-79,80,80-84,85,85-89,90,90-94,95,95-99,100,100+
dimension,gender,gender,3,T,total,M,male,F,female
dimension,time,year,2,2001,2001,2011,2011,time
dimension,residence,province of residence,5,T,total,15,A Coruña,27,Lugo,32,Ourense,36,Pontevedra,geo
dimension,concept,concept,1,pop,population,metric,0|persons
data
birth,age,gender,time,residence,concept,value
P,25,T,2001,15,pop,18906
P,25,T,2001,27,pop,3212
P,25,T,2001,32,pop,3837
P,25,T,2001,36,pop,10943
P,25,T,2011,T,pop,31175
P,25,T,2011,15,pop,15323
P,25,T,2011,27,pop,2912
P,25,T,2011,32,pop,3444
P,25,T,2011,36,pop,9497
P,25,M,2001,T,pop,17578
P,25,M,2001,15,pop,9076
P,25,M,2001,27,pop,1387
P,25,M,2001,32,pop,1777
P,25,M,2001,36,pop,5338
P,25,M,2011,T,pop,15173
P,25,M,2011,15,pop,7458
P,25,M,2011,27,pop,1383
P,25,M,2011,32,pop,1707
P,25,M,2011,36,pop,4625
P,25,F,2001,T,pop,19320
P,25,F,2001,15,pop,9830
P,25,F,2001,27,pop,1825
P,25,F,2001,32,pop,2060
P,25,F,2001,36,pop,5605
P,25,F,2011,T,pop,16001
P,25,F,2011,15,pop,7864
P,25,F,2011,27,pop,1529
P,25,F,2011,32,pop,1737
P,25,F,2011,36,pop,4872
P,30,T,2001,T,pop,46198
P,30,T,2001,15,pop,22738
P,30,T,2001,27,pop,4852
P,30,T,2001,32,pop,4956
P,30,T,2001,36,pop,13652
P,30,T,2011,T,pop,48950
P,30,T,2011,15,pop,24544
P,30,T,2011,27,pop,4221
P,30,T,2011,32,pop,4692
P,30,T,2011,36,pop,15493
P,30,M,2001,T,pop,21863
P,30,M,2001,15,pop,10782
P,30,M,2001,27,pop,2034
P,30,M,2001,32,pop,2246
P,30,M,2001,36,pop,6801
P,30,M,2011,T,pop,24052
P,30,M,2011,15,pop,12210
P,30,M,2011,27,pop,1901
P,30,M,2011,32,pop,2275
P,30,M,2011,36,pop,7666
P,30,F,2001,T,pop,24335
P,30,F,2001,15,pop,11956
P,30,F,2001,27,pop,2818
P,30,F,2001,32,pop,2710
P,30,F,2001,36,pop,6851
P,30,F,2011,T,pop,24898
P,30,F,2011,15,pop,12334
P,30,F,2011,27,pop,2321
P,30,F,2011,32,pop,2417
P,30,F,2011,36,pop,7827
P,35,T,2001,T,pop,50810
P,35,T,2001,15,pop,24775
P,35,T,2001,27,pop,6322
P,35,T,2001,32,pop,5995
P,35,T,2001,36,pop,13718
P,35,T,2011,T,pop,55988
P,35,T,2011,15,pop,28581
P,35,T,2011,27,pop,4750
P,35,T,2011,32,pop,5220
P,35,T,2011,36,pop,17438
P,35,M,2001,T,pop,24582
P,35,M,2001,15,pop,11943
P,35,M,2001,27,pop,2782
P,35,M,2001,32,pop,2814
P,35,M,2001,36,pop,7043
P,35,M,2011,T,pop,27776
P,35,M,2011,15,pop,14245
P,35,M,2011,27,pop,2141
P,35,M,2011,32,pop,2497
P,35,M,2011,36,pop,8893
P,35,F,2001,T,pop,26228
P,35,F,2001,15,pop,12832
P,35,F,2001,27,pop,3540
P,35,F,2001,32,pop,3181
P,35,F,2001,36,pop,6675
P,35,F,2011,T,pop,28212
P,35,F,2011,15,pop,14335
P,35,F,2011,27,pop,2609
P,35,F,2011,32,pop,2723
P,35,F,2011,36,pop,8545
P,40,T,2001,T,pop,54158
P,40,T,2001,15,pop,26041
P,40,T,2001,27,pop,7086
P,40,T,2001,32,pop,6918
P,40,T,2001,36,pop,14113
P,40,T,2011,T,pop,56730
P,40,T,2011,15,pop,27944
P,40,T,2011,27,pop,5792
P,40,T,2011,32,pop,5904
P,40,T,2011,36,pop,17090
P,40,M,2001,T,pop,25949
P,40,M,2001,15,pop,12311
P,40,M,2001,27,pop,3280
P,40,M,2001,32,pop,3268
P,40,M,2001,36,pop,7090
P,40,M,2011,T,pop,27840
P,40,M,2011,15,pop,13635
P,40,M,2011,27,pop,2558
P,40,M,2011,32,pop,2762
P,40,M,2011,36,pop,8885
P,40,F,2001,T,pop,28209
P,40,F,2001,15,pop,13730
P,40,F,2001,27,pop,3806
P,40,F,2001,32,pop,3650
P,40,F,2001,36,pop,7023
P,40,F,2011,T,pop,28890
P,40,F,2011,15,pop,14309
P,40,F,2011,27,pop,3234
P,40,F,2011,32,pop,3142
P,40,F,2011,36,pop,8206
P,45,T,2001,T,pop,49792
P,45,T,2001,15,pop,24288
P,45,T,2001,27,pop,6490
P,45,T,2001,32,pop,6227
P,45,T,2001,36,pop,12787
P,45,T,2011,T,pop,55621
P,45,T,2011,15,pop,27121
P,45,T,2011,27,pop,6807
P,45,T,2011,32,pop,6395
P,45,T,2011,36,pop,15297
P,45,M,2001,T,pop,24217
P,45,M,2001,15,pop,11587
P,45,M,2001,27,pop,3145
P,45,M,2001,32,pop,3059
P,45,M,2001,36,pop,6426
P,45,M,2011,T,pop,27337
P,45,M,2011,15,pop,13262
P,45,M,2011,27,pop,3041
P,45,M,2011,32,pop,3058
P,45,M,2011,36,pop,7976
P,45,F,2001,T,pop,25575
P,45,F,2001,15,pop,12701
P,45,F,2001,27,pop,3345
P,45,F,2001,32,pop,3168
P,45,F,2001,36,pop,6361
P,45,F,2011,T,pop,28285
P,45,F,2011,15,pop,13860
P,45,F,2011,27,pop,3766
P,45,F,2011,32,pop,3337
P,45,F,2011,36,pop,7322
P,50,T,2001,T,pop,46709
P,50,T,2001,15,pop,23097
P,50,T,2001,27,pop,5681
P,50,T,2001,32,pop,6242
P,50,T,2001,36,pop,11689
P,50,T,2011,T,pop,56388
P,50,T,2011,15,pop,27116
P,50,T,2011,27,pop,7242
P,50,T,2011,32,pop,7224
P,50,T,2011,36,pop,14805
P,50,M,2001,T,pop,22635
P,50,M,2001,15,pop,10941
P,50,M,2001,27,pop,2716
P,50,M,2001,32,pop,3013
P,50,M,2001,36,pop,5965
P,50,M,2011,T,pop,27226
P,50,M,2011,15,pop,12895
P,50,M,2011,27,pop,3367
P,50,M,2011,32,pop,3485
P,50,M,2011,36,pop,7479
P,50,F,2001,T,pop,24074
P,50,F,2001,15,pop,12156
P,50,F,2001,27,pop,2965
P,50,F,2001,32,pop,3229
P,50,F,2001,36,pop,5724
P,50,F,2011,T,pop,29162
P,50,F,2011,15,pop,14221
P,50,F,2011,27,pop,3875
P,50,F,2011,32,pop,3739
P,50,F,2011,36,pop,7326
P,55,T,2001,T,pop,44418
P,55,T,2001,15,pop,22025
P,55,T,2001,27,pop,5529
P,55,T,2001,32,pop,6398
P,55,T,2001,36,pop,10466
P,55,T,2011,T,pop,50526
P,55,T,2011,15,pop,24560
P,55,T,2011,27,pop,6562
P,55,T,2011,32,pop,6357
P,55,T,2011,36,pop,13046
P,55,M,2001,T,pop,21535
P,55,M,2001,15,pop,10531
P,55,M,2001,27,pop,2571
P,55,M,2001,32,pop,3133
P,55,M,2001,36,pop,5300
P,55,M,2011,T,pop,24573
P,55,M,2011,15,pop,11662
P,55,M,2011,27,pop,3195
P,55,M,2011,32,pop,3124
P,55,M,2011,36,pop,6592
P,55,F,2001,T,pop,22883
P,55,F,2001,15,pop,11494
P,55,F,2001,27,pop,2958
P,55,F,2001,32,pop,3265
P,55,F,2001,36,pop,5166
P,55,F,2011,T,pop,25953
P,55,F,2011,15,pop,12898
P,55,F,2011,27,pop,3367
P,55,F,2011,32,pop,3233
P,55,F,2011,36,pop,6454
P,60,T,2001,T,pop,35681
P,60,T,2001,15,pop,17689
P,60,T,2001,27,pop,4960
P,60,T,2001,32,pop,5422
P,60,T,2001,36,pop,7610
P,60,T,2011,T,pop,47077
P,60,T,2011,15,pop,23093
P,60,T,2011,27,pop,5663
P,60,T,2011,32,pop,6483
P,60,T,2011,36,pop,11838
P,60,M,2001,T,pop,17116
P,60,M,2001,15,pop,8473
P,60,M,2001,27,pop,2206
P,60,M,2001,32,pop,2582
P,60,M,2001,36,pop,3855
P,60,M,2011,T,pop,22563
P,60,M,2011,15,pop,10774
P,60,M,2011,27,pop,2684
P,60,M,2011,32,pop,3104
P,60,M,2011,36,pop,6001
P,60,F,2001,T,pop,18565
P,60,F,2001,15,pop,9216
P,60,F,2001,27,pop,2754
P,60,F,2001,32,pop,2840
P,60,F,2001,36,pop,3755
P,60,F,2011,T,pop,24514
P,60,F,2011,15,pop,12319
P,60,F,2011,27,pop,2979
P,60,F,2011,32,pop,3379
P,60,F,2011,36,pop,5837
P,65,T,2001,T,pop,41885
P,65,T,2001,15,pop,20090
P,65,T,2001,27,pop,6337
P,65,T,2001,32,pop,6775
P,65,T,2001,36,pop,8683
P,65,T,2011,T,pop,44252
P,65,T,2011,15,pop,21642
P,65,T,2011,27,pop,5598
P,65,T,2011,32,pop,6729
P,65,T,2011,36,pop,10284
P,65,M,2001,T,pop,19429
P,65,M,2001,15,pop,9237
P,65,M,2001,27,pop,2766
P,65,M,2001,32,pop,3211
P,65,M,2001,36,pop,4215
P,65,M,2011,T,pop,20966
P,65,M,2011,15,pop,10168
P,65,M,2011,27,pop,2530
P,65,M,2011,32,pop,3200
P,65,M,2011,36,pop,5068
P,65,F,2001,T,pop,22456
P,65,F,2001,15,pop,10853
P,65,F,2001,27,pop,3571
P,65,F,2001,32,pop,3564
P,65,F,2001,36,pop,4468
P,65,F,2011,T,pop,23286
P,65,F,2011,15,pop,11474
P,65,F,2011,27,pop,3068
P,65,F,2011,32,pop,3529
P,65,F,2011,36,pop,5216
P,70,T,2001,T,pop,33087
P,70,T,2001,15,pop,15658
P,70,T,2001,27,pop,5560
P,70,T,2001,32,pop,5431
P,70,T,2001,36,pop,6438
P,70,T,2011,T,pop,34168
P,70,T,2011,15,pop,16583
P,70,T,2011,27,pop,4853
P,70,T,2011,32,pop,5447
P,70,T,2011,36,pop,7284
P,70,M,2001,T,pop,14602
P,70,M,2001,15,pop,6847
P,70,M,2001,27,pop,2328
P,70,M,2001,32,pop,2524
P,70,M,2001,36,pop,2903
P,70,M,2011,T,pop,15764
P,70,M,2011,15,pop,7608
P,70,M,2011,27,pop,2094
P,70,M,2011,32,pop,2534
P,70,M,2011,36,pop,3529
P,70,F,2001,T,pop,18485
P,70,F,2001,15,pop,8811
P,70,F,2001,27,pop,3232
P,70,F,2001,32,pop,2907
P,70,F,2001,36,pop,3535
P,70,F,2011,T,pop,18403
P,70,F,2011,15,pop,8975
P,70,F,2011,27,pop,2760
P,70,F,2011,32,pop,2913
P,70,F,2011,36,pop,3755
P,75,T,2001,T,pop,24891
P,75,T,2001,15,pop,11252
P,75,T,2001,27,pop,4689
P,75,T,2001,32,pop,4318
P,75,T,2001,36,pop,4632
P,75,T,2011,T,pop,37086
P,75,T,2011,15,pop,17472
P,75,T,2011,27,pop,5672
P,75,T,2011,32,pop,6328
P,75,T,2011,36,pop,7614
P,75,M,2001,T,pop,10063
P,75,M,2001,15,pop,4417
P,75,M,2001,27,pop,1838
P,75,M,2001,32,pop,1886
P,75,M,2001,36,pop,1922
P,75,M,2011,T,pop,15992
P,75,M,2011,15,pop,7433
P,75,M,2011,27,pop,2327
P,75,M,2011,32,pop,2866
P,75,M,2011,36,pop,3366
P,75,F,2001,T,pop,14828
P,75,F,2001,15,pop,6835
P,75,F,2001,27,pop,2851
P,75,F,2001,32,pop,2432
P,75,F,2001,36,pop,2710
P,75,F,2011,T,pop,21093
P,75,F,2011,15,pop,10038
P,75,F,2011,27,pop,3346
P,75,F,2011,32,pop,3462
P,75,F,2011,36,pop,4247
P,80,T,2001,T,pop,17048
P,80,T,2001,15,pop,7543
P,80,T,2001,27,pop,3257
P,80,T,2001,32,pop,3041
P,80,T,2001,36,pop,3207
P,80,T,2011,T,pop,26180
P,80,T,2011,15,pop,11985
P,80,T,2011,27,pop,4481
P,80,T,2011,32,pop,4588
P,80,T,2011,36,pop,5127
P,80,M,2001,T,pop,6059
P,80,M,2001,15,pop,2540
P,80,M,2001,27,pop,1171
P,80,M,2001,32,pop,1197
P,80,M,2001,36,pop,1151
P,80,M,2011,T,pop,10211
P,80,M,2011,15,pop,4627
P,80,M,2011,27,pop,1646
P,80,M,2011,32,pop,1944
P,80,M,2011,36,pop,1994
P,80,F,2001,T,pop,10989
P,80,F,2001,15,pop,5003
P,80,F,2001,27,pop,2086
P,80,F,2001,32,pop,1844
P,80,F,2001,36,pop,2056
P,80,F,2011,T,pop,15970
P,80,F,2011,15,pop,7359
P,80,F,2011,27,pop,2835
P,80,F,2011,32,pop,2644
P,80,F,2011,36,pop,3133
P,85,T,2001,T,pop,9488
P,85,T,2001,15,pop,4063
P,85,T,2001,27,pop,1757
P,85,T,2001,32,pop,1837
P,85,T,2001,36,pop,1831
P,85,T,2011,T,pop,15409
P,85,T,2011,15,pop,6532
P,85,T,2011,27,pop,2900
P,85,T,2011,32,pop,2969
P,85,T,2011,36,pop,3008
P,85,M,2001,T,pop,3049
P,85,M,2001,15,pop,1331
P,85,M,2001,27,pop,570
P,85,M,2001,32,pop,627
P,85,M,2001,36,pop,521
P,85,M,2011,T,pop,5141
P,85,M,2011,15,pop,2122
P,85,M,2011,27,pop,971
P,85,M,2011,32,pop,1078
P,85,M,2011,36,pop,970
P,85,F,2001,T,pop,6439
P,85,F,2001,15,pop,2732
P,85,F,2001,27,pop,1187
P,85,F,2001,32,pop,1210
P,85,F,2001,36,pop,1310
P,85,F,2011,T,pop,10268
P,85,F,2011,15,pop,4410
P,85,F,2011,27,pop,1929
P,85,F,2011,32,pop,1890
P,85,F,2011,36,pop,2038
P,90,T,2001,T,pop,3167
P,90,T,2001,15,pop,1350
P,90,T,2001,27,pop,624
P,90,T,2001,32,pop,673
P,90,T,2001,36,pop,520
P,90,T,2011,T,pop,6571
P,90,T,2011,15,pop,2733
P,90,T,2011,27,pop,1279
P,90,T,2011,32,pop,1310
P,90,T,2011,36,pop,1250
P,90,M,2001,T,pop,959
P,90,M,2001,15,pop,405
P,90,M,2001,27,pop,214
P,90,M,2001,32,pop,209
P,90,M,2001,36,pop,131
P,90,M,2011,T,pop,1829
P,90,M,2011,15,pop,682
P,90,M,2011,27,pop,383
P,90,M,2011,32,pop,419
P,90,M,2011,36,pop,346
P,90,F,2001,T,pop,2596
P,90,F,2001,15,pop,1111
P,90,F,2001,27,pop,482
P,90,F,2001,32,pop,542
P,90,F,2001,36,pop,461
P,90,F,2011,T,pop,4742
P,90,F,2011,15,pop,2051
P,90,F,2011,27,pop,896
P,90,F,2011,32,pop,891
P,90,F,2011,36,pop,904
P,95,T,2001,T,pop,783
P,95,T,2001,15,pop,358
P,95,T,2001,27,pop,165
P,95,T,2001,32,pop,156
P,95,T,2001,36,pop,104
P,95,T,2011,T,pop,1699
P,95,T,2011,15,pop,650
P,95,T,2011,27,pop,334
P,95,T,2011,32,pop,366
P,95,T,2011,36,pop,349
P,95,M,2001,T,pop,174
P,95,M,2001,15,pop,69
P,95,M,2001,27,pop,46
P,95,M,2001,32,pop,42
P,95,M,2001,36,pop,17
P,95,M,2011,T,pop,435
P,95,M,2011,15,pop,176
P,95,M,2011,27,pop,94
P,95,M,2011,32,pop,90
P,95,M,2011,36,pop,75
P,95,F,2001,T,pop,609
P,95,F,2001,15,pop,289
P,95,F,2001,27,pop,119
P,95,F,2001,32,pop,114
P,95,F,2001,36,pop,87
P,95,F,2011,T,pop,1264
P,95,F,2011,15,pop,474
P,95,F,2011,27,pop,241
P,95,F,2011,32,pop,275
P,95,F,2011,36,pop,274
P,100,T,2001,T,pop,83
P,100,T,2001,15,pop,35
P,100,T,2001,27,pop,19
P,100,T,2001,32,pop,10
P,100,T,2001,36,pop,19
P,100,T,2011,T,pop,235
P,100,T,2011,15,pop,84
P,100,T,2011,27,pop,46
P,100,T,2011,32,pop,50
P,100,T,2011,36,pop,54
P,100,M,2001,T,pop,22
P,100,M,2001,15,pop,7
P,100,M,2001,27,pop,5
P,100,M,2001,32,pop,1
P,100,M,2001,36,pop,9
P,100,M,2011,T,pop,39
P,100,M,2011,15,pop,14
P,100,M,2011,27,pop,13
P,100,M,2011,32,pop,5
P,100,M,2011,36,pop,7
P,100,F,2001,T,pop,61
P,100,F,2001,15,pop,28
P,100,F,2001,27,pop,14
P,100,F,2001,32,pop,9
P,100,F,2001,36,pop,10
P,100,F,2011,T,pop,196
P,100,F,2011,15,pop,70
P,100,F,2011,27,pop,33
P,100,F,2011,32,pop,46
P,100,F,2011,36,pop,47
G,T,T,2001,T,pop,172017
G,T,T,2001,15,pop,71470
G,T,T,2001,27,pop,15074
G,T,T,2001,32,pop,17219
G,T,T,2001,36,pop,68254
G,T,T,2011,T,pop,180546
G,T,T,2011,15,pop,76593
G,T,T,2011,27,pop,16473
G,T,T,2011,32,pop,17481
G,T,T,2011,36,pop,69999
G,T,M,2001,T,pop,80214
G,T,M,2001,15,pop,33060
G,T,M,2001,27,pop,6985
G,T,M,2001,32,pop,8056
G,T,M,2001,36,pop,32113
G,T,M,2011,T,pop,84109
G,T,M,2011,15,pop,35227
G,T,M,2011,27,pop,7718
G,T,M,2011,32,pop,8220
G,T,M,2011,36,pop,32943
G,T,F,2001,T,pop,91803
G,T,F,2001,15,pop,38410
G,T,F,2001,27,pop,8089
G,T,F,2001,32,pop,9163
G,T,F,2001,36,pop,36141
G,T,F,2011,T,pop,96437
G,T,F,2011,15,pop,41365
G,T,F,2011,27,pop,8756
G,T,F,2011,32,pop,9261
G,T,F,2011,36,pop,37056
G,0,T,2001,T,pop,1612
G,0,T,2001,15,pop,522
G,0,T,2001,27,pop,266
G,0,T,2001,32,pop,242
G,0,T,2001,36,pop,582
G,0,T,2011,T,pop,1732
G,0,T,2011,15,pop,645
G,0,T,2011,27,pop,257
G,0,T,2011,32,pop,249
G,0,T,2011,36,pop,581
G,0,M,2001,T,pop,824
G,0,M,2001,15,pop,269
G,0,M,2001,27,pop,133
G,0,M,2001,32,pop,115
G,0,M,2001,36,pop,307
G,0,M,2011,T,pop,912
G,0,M,2011,15,pop,341
G,0,M,2011,27,pop,141
G,0,M,2011,32,pop,125
G,0,M,2011,36,pop,305
G,0,F,2001,T,pop,788
G,0,F,2001,15,pop,253
G,0,F,2001,27,pop,133
G,0,F,2001,32,pop,127
G,0,F,2001,36,pop,275
G,0,F,2011,T,pop,820
G,0,F,2011,15,pop,305
G,0,F,2011,27,pop,116
G,0,F,2011,32,pop,124
G,0,F,2011,36,pop,276
G,5,T,2001,T,pop,2308
G,5,T,2001,15,pop,813
G,5,T,2001,27,pop,320
G,5,T,2001,32,pop,324
G,5,T,2001,36,pop,851
G,5,T,2011,T,pop,2306
G,5,T,2011,15,pop,848
G,5,T,2011,27,pop,340
G,5,T,2011,32,pop,324
G,5,T,2011,36,pop,794
G,5,M,2001,T,pop,1181
G,5,M,2001,15,pop,422
G,5,M,2001,27,pop,168
G,5,M,2001,32,pop,168
G,5,M,2001,36,pop,423
G,5,M,2011,T,pop,1185
G,5,M,2011,15,pop,430
G,5,M,2011,27,pop,177
G,5,M,2011,32,pop,167
G,5,M,2011,36,pop,410
G,5,F,2001,T,pop,1127
G,5,F,2001,15,pop,391
G,5,F,2001,27,pop,152
G,5,F,2001,32,pop,156
G,5,F,2001,36,pop,428
G,5,F,2011,T,pop,1121
G,5,F,2011,15,pop,417
G,5,F,2011,27,pop,163
G,5,F,2011,32,pop,156
G,5,F,2011,36,pop,384
G,10,T,2001,T,pop,3202
G,10,T,2001,15,pop,1104
G,10,T,2001,27,pop,456
G,10,T,2001,32,pop,390
G,10,T,2001,36,pop,1252
G,10,T,2011,T,pop,2472
G,10,T,2011,15,pop,912
G,10,T,2011,27,pop,346
G,10,T,2011,32,pop,334
G,10,T,2011,36,pop,880
G,10,M,2001,T,pop,1622
G,10,M,2001,15,pop,558
G,10,M,2001,27,pop,230
G,10,M,2001,32,pop,196
G,10,M,2001,36,pop,638
G,10,M,2011,T,pop,1255
G,10,M,2011,15,pop,466
G,10,M,2011,27,pop,170
G,10,M,2011,32,pop,166
G,10,M,2011,36,pop,452
G,10,F,2001,T,pop,1580
G,10,F,2001,15,pop,546
G,10,F,2001,27,pop,226
G,10,F,2001,32,pop,194
G,10,F,2001,36,pop,614
G,10,F,2011,T,pop,1217
G,10,F,2011,15,pop,446
G,10,F,2011,27,pop,176
G,10,F,2011,32,pop,167
G,10,F,2011,36,pop,428
G,15,T,2001,T,pop,4648
G,15,T,2001,15,pop,1707
G,15,T,2001,27,pop,637
G,15,T,2001,32,pop,452
G,15,T,2001,36,pop,1852
G,15,T,2011,T,pop,2841
G,15,T,2011,15,pop,1057
G,15,T,2011,27,pop,380
G,15,T,2011,32,pop,390
G,15,T,2011,36,pop,1015
G,15,M,2001,T,pop,2338
G,15,M,2001,15,pop,836
G,15,M,2001,27,pop,326
G,15,M,2001,32,pop,218
G,15,M,2001,36,pop,958
G,15,M,2011,T,pop,1463
G,15,M,2011,15,pop,536
G,15,M,2011,27,pop,195
G,15,M,2011,32,pop,213
G,15,M,2011,36,pop,519
G,15,F,2001,T,pop,2310
G,15,F,2001,15,pop,871
G,15,F,2001,27,pop,311
G,15,F,2001,32,pop,234
G,15,F,2001,36,pop,894
G,15,F,2011,T,pop,1378
G,15,F,2011,15,pop,521
G,15,F,2011,27,pop,185
G,15,F,2011,32,pop,177
G,15,F,2011,36,pop,495
G,20,T,2001,T,pop,7123
G,20,T,2001,15,pop,2539
G,20,T,2001,27,pop,959
G,20,T,2001,32,pop,815
G,20,T,2001,36,pop,2810
G,20,T,2011,T,pop,3918
G,20,T,2011,15,pop,1494
G,20,T,2011,27,pop,541
G,20,T,2011,32,pop,480
G,20,T,2011,36,pop,1404
G,20,M,2001,T,pop,3481
G,20,M,2001,15,pop,1185
G,20,M,2001,27,pop,502
G,20,M,2001,32,pop,392
G,20,M,2001,36,pop,1402
G,20,M,2011,T,pop,1934
G,20,M,2011,15,pop,723
G,20,M,2011,27,pop,276
G,20,M,2011,32,pop,243
G,20,M,2011,36,pop,692
G,20,F,2001,T,pop,3642
G,20,F,2001,15,pop,1354
G,20,F,2001,27,pop,457
G,20,F,2001,32,pop,423
G,20,F,2001,36,pop,1408
G,20,F,2011,T,pop,1985
G,20,F,2011,15,pop,771
G,20,F,2011,27,pop,265
G,20,F,2011,32,pop,237
G,20,F,2011,36,pop,712
G,25,T,2001,T,pop,8925
G,25,T,2001,15,pop,3540
G,25,T,2001,27,pop,1042
G,25,T,2001,32,pop,934
G,25,T,2001,36,pop,3409
G,25,T,2011,T,pop,6761
G,25,T,2011,15,pop,2811
G,25,T,2011,27,pop,859
G,25,T,2011,32,pop,675
G,25,T,2011,36,pop,2415
G,25,M,2001,T,pop,4213
G,25,M,2001,15,pop,1636
G,25,M,2001,27,pop,477
G,25,M,2001,32,pop,431
G,25,M,2001,36,pop,1669
G,25,M,2011,T,pop,3246
G,25,M,2011,15,pop,1281
G,25,M,2011,27,pop,437
G,25,M,2011,32,pop,328
G,25,M,2011,36,pop,1201
G,25,F,2001,T,pop,4712
G,25,F,2001,15,pop,1904
G,25,F,2001,27,pop,565
G,25,F,2001,32,pop,503
G,25,F,2001,36,pop,1740
G,25,F,2011,T,pop,3515
G,25,F,2011,15,pop,1530
G,25,F,2011,27,pop,423
G,25,F,2011,32,pop,348
G,25,F,2011,36,pop,1215
G,30,T,2001,T,pop,11458
G,30,T,2001,15,pop,4998
G,30,T,2001,27,pop,1215
G,30,T,2001,32,pop,1099
G,30,T,2001,36,pop,4146
G,30,T,2011,T,pop,11647
G,30,T,2011,15,pop,4902
G,30,T,2011,27,pop,1459
G,30,T,2011,32,pop,1113
G,30,T,2011,36,pop,4173
G,30,M,2001,T,pop,5297
G,30,M,2001,15,pop,2312
G,30,M,2001,27,pop,535
G,30,M,2001,32,pop,506
G,30,M,2001,36,pop,1944
G,30,M,2011,T,pop,5549
G,30,M,2011,15,pop,2280
G,30,M,2011,27,pop,737
G,30,M,2011,32,pop,528
G,30,M,2011,36,pop,2005
G,30,F,2001,T,pop,6161
G,30,F,2001,15,pop,2686
G,30,F,2001,27,pop,680
G,30,F,2001,32,pop,593
G,30,F,2001,36,pop,2202
G,30,F,2011,T,pop,6097
G,30,F,2011,15,pop,2622
G,30,F,2011,27,pop,722
G,30,F,2011,32,pop,585
G,30,F,2011,36,pop,2168
G,35,T,2001,T,pop,13989
G,35,T,2001,15,pop,6387
G,35,T,2001,27,pop,1293
G,35,T,2001,32,pop,1351
G,35,T,2001,36,pop,4958
G,35,T,2011,T,pop,14114
G,35,T,2011,15,pop,6070
G,35,T,2011,27,pop,1573
G,35,T,2011,32,pop,1301
G,35,T,2011,36,pop,5169
G,35,M,2001,T,pop,6502
G,35,M,2001,15,pop,2924
G,35,M,2001,27,pop,596
G,35,M,2001,32,pop,621
G,35,M,2001,36,pop,2361
G,35,M,2011,T,pop,6728
G,35,M,2011,15,pop,2790
G,35,M,2011,27,pop,752
G,35,M,2011,32,pop,609
G,35,M,2011,36,pop,2578
G,35,F,2001,T,pop,7487
G,35,F,2001,15,pop,3463
G,35,F,2001,27,pop,697
G,35,F,2001,32,pop,730
G,35,F,2001,36,pop,2597
G,35,F,2011,T,pop,7385
G,35,F,2011,15,pop,3280
G,35,F,2011,27,pop,822
G,35,F,2011,32,pop,692
G,35,F,2011,36,pop,2591
G,40,T,2001,T,pop,15662
G,40,T,2001,15,pop,6864
G,40,T,2001,27,pop,1328
G,40,T,2001,32,pop,1578
G,40,T,2001,36,pop,5892
G,40,T,2011,T,pop,14639
G,40,T,2011,15,pop,6650
G,40,T,2011,27,pop,1454
G,40,T,2011,32,pop,1285
G,40,T,2011,36,pop,5250
G,40,M,2001,T,pop,7283
G,40,M,2001,15,pop,3252
G,40,M,2001,27,pop,632
G,40,M,2001,32,pop,712
G,40,M,2001,36,pop,2687
G,40,M,2011,T,pop,7029
G,40,M,2011,15,pop,3178
G,40,M,2011,27,pop,659
G,40,M,2011,32,pop,621
G,40,M,2011,36,pop,2570
G,40,F,2001,T,pop,8379
G,40,F,2001,15,pop,3612
G,40,F,2001,27,pop,696
G,40,F,2001,32,pop,866
G,40,F,2001,36,pop,3205
G,40,F,2011,T,pop,7611
G,40,F,2011,15,pop,3472
G,40,F,2011,27,pop,795
G,40,F,2011,32,pop,664
G,40,F,2011,36,pop,2680
G,45,T,2001,T,pop,16665
G,45,T,2001,15,pop,7089
G,45,T,2001,27,pop,1233
G,45,T,2001,32,pop,1603
G,45,T,2001,36,pop,6740
G,45,T,2011,T,pop,15423
G,45,T,2011,15,pop,7123
G,45,T,2011,27,pop,1448
G,45,T,2011,32,pop,1413
G,45,T,2011,36,pop,5440
G,45,M,2001,T,pop,7838
G,45,M,2001,15,pop,3283
G,45,M,2001,27,pop,590
G,45,M,2001,32,pop,788
G,45,M,2001,36,pop,3177
G,45,M,2011,T,pop,7303
G,45,M,2011,15,pop,3327
G,45,M,2011,27,pop,703
G,45,M,2011,32,pop,647
G,45,M,2011,36,pop,2627
G,45,F,2001,T,pop,8827
G,45,F,2001,15,pop,3806
G,45,F,2001,27,pop,643
G,45,F,2001,32,pop,815
G,45,F,2001,36,pop,3563
G,45,F,2011,T,pop,8120
G,45,F,2011,15,pop,3796
G,45,F,2011,27,pop,745
G,45,F,2011,32,pop,766
G,45,F,2011,36,pop,2813
G,50,T,2001,T,pop,17236
G,50,T,2001,15,pop,7202
